STUDENT ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION ,DESTINATION (including deferrals)
6786,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Hume,F,VCE non-VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
6787,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Glen Eira,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6788,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCE non-VET,Upper-middle,South Africa,Yes,Bachelor degree,Bachelor degree
6789,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Yarra,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6790,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
6791,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6792,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Melbourne,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6793,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6794,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Yarra Ranges,F,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6795,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Casey,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
6796,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6797,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Maribyrnong,F,VCAL only,Lowest,Other,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
6798,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCE non-VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6799,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6800,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Stonnington,F,IB,Highest,Australia,No,Bachelor degree,Bachelor degree
6801,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Greater Shepparton,F,VCE VET,Lowest,Philippines,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
6802,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6803,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Hobsons Bay,M,VCE VET,Lowest,Australia,No,Employed,Employed
6804,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6805,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6806,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Yarra Ranges,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6807,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Bayside,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6808,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6809,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
6810,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Greater Dandenong,F,VCAL only,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6811,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Macedon Ranges,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6812,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Baw Baw,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
6813,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,F,VCE non-VET,Upper-middle,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
6814,NORTH-WESTERN VICTORIA,Metropolitan,Adult,Hume,F,VCAL only,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
6815,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Mildura,F,VCE VET,Upper-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6816,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6817,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Whitehorse,F,VCE VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6818,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6819,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Corangamite,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6820,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Melbourne,F,IB,Highest,Australia,No,Bachelor degree,Bachelor degree
6821,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Wodonga,F,VCAL only,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6822,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Glen Eira,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6823,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Moira,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
6824,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
6825,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Knox,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6826,NORTH-EASTERN VICTORIA,Metropolitan,Government,Cardinia,M,VCAL only,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
6827,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Glen Eira,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6828,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Mornington Peninsula,F,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
6829,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCE non-VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
6830,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Moonee Valley,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6831,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Monash,F,VCE non-VET,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
6832,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Stonnington,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6833,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Bayside,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6834,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Knox,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6835,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Monash,F,VCE non-VET,Highest,Australia,Yes,Bachelor degree,Bachelor degree
6836,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6837,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Hume,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6838,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Melbourne,F,VCE VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
6839,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,F,VCE non-VET,Upper-middle,Australia,Yes,Certificates/diplomas,Certificates/diplomas
6840,NORTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Bendigo,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
6841,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,F,VCAL only,Highest,Australia,No,Employed,Employed
6842,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6843,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6844,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,M,VCAL only,Upper-middle,United Kingdom,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6845,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Wyndham,F,VCAL only,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6846,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Frankston,F,VCAL only,Upper-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6847,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,F,VCE non-VET,Lowest,Iran,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
6848,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Bayside,F,VCE non-VET,Lower-middle,China (excl. SARs and Taiwan Province),Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
6849,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Greater Shepparton,F,VCE VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6850,SOUTH-EASTERN VICTORIA,Metropolitan,Adult,Stonnington,F,VCAL only,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
6851,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Banyule,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6852,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Gannawarra,F,VCE non-VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6853,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,F,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6854,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
6855,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,F,VCE non-VET,Highest,Australia,No,Employed,Employed
6856,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Kingston,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6857,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,M,VCE non-VET,Lowest,Vietnam,Yes,Bachelor degree,Bachelor degree
6858,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6859,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Manningham,M,VCAL only,Highest,Australia,No,Employed,Employed
6860,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Maribyrnong,F,VCE non-VET,Lower-middle,Australia,Yes,Bachelor degree,Bachelor degree
6861,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
6862,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Glen Eira,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6863,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Moonee Valley,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6864,SOUTH-WESTERN VICTORIA,Metropolitan,Adult,Melbourne,M,VCE VET,Highest,Australia,No,Employed,Employed
6865,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,F,VCAL only,Upper-middle,Australia,No,Employed,Employed
6866,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,M,VCE VET,Lowest,Australia,Yes,Bachelor degree,Bachelor degree
6867,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Mildura,M,VCAL only,Lowest,Bosnia and Herzegovina,Yes,Employed,Employed
6868,NORTH-EASTERN VICTORIA,Metropolitan,Government,Cardinia,M,VCAL only,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
6869,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,F,VCE VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
6870,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6871,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Greater Shepparton,F,VCAL only,Lowest,Afghanistan,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
6872,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCAL only,Lowest,New Zealand,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
6873,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Campaspe,F,VCAL only,Lower-middle,Australia,No,Employed,Employed
6874,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Bendigo,F,VCE non-VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6875,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Latrobe,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
6876,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wodonga,F,VCE VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6877,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Bayside,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6878,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,F,VCE non-VET,Upper-middle,Other,Yes,Certificates/diplomas,Certificates/diplomas
6879,NORTH-WESTERN VICTORIA,Metropolitan,Adult,Hume,F,VCE VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6880,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Manningham,F,VCE non-VET,Highest,South Africa,Yes,Bachelor degree,Bachelor degree
6881,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Southern Grampians,F,VCAL only,Lower-middle,Australia,No,Employed,Employed
6882,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Knox,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6883,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Campaspe,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
6884,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6885,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6886,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melton,M,VCE VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
6887,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,F,VCE VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
6888,NORTH-WESTERN VICTORIA,Metropolitan,Government,Nillumbik,F,VCE non-VET,Highest,Australia,No,Employed,Employed
6889,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Manningham,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6890,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Melbourne,F,IB,Highest,Australia,No,Bachelor degree,Bachelor degree
6891,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,F,VCAL only,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6892,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,M,VCE non-VET,Lowest,Australia,Prefer not to say,Certificates/diplomas,Certificates/diplomas
6893,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Surf Coast,M,VCE VET,Highest,Australia,No,Employed,Employed
6894,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Yarra Ranges,M,VCE VET,Highest,Australia,No,Employed,Employed
6895,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Bayside,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6896,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melton,M,VCAL only,Lowest,Australia,No,Employed,Employed
6897,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
6898,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Frankston,M,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
6899,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,M,VCE VET,Upper-middle,Philippines,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
6900,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Campaspe,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
6901,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Geelong,M,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
6902,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Upper-middle,Australia,No,Bachelor degree,Bachelor degree
6903,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Melton,F,VCE non-VET,Lowest,Australia,No,Bachelor degree,Bachelor degree
6904,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Frankston,M,VCE VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
6905,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Greater Shepparton,M,VCE non-VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
6906,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Kingston,M,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
6907,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE VET,Highest,Australia,No,Employed,Employed
6908,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,M,VCE non-VET,Lowest,Somalia,Yes,Bachelor degree,Bachelor degree
6909,NORTH-WESTERN VICTORIA,Metropolitan,Government,Nillumbik,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6910,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Maroondah,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
6911,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Kingston,F,VCE VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6912,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,M,VCE non-VET,Highest,China (excl. SARs and Taiwan Province),Yes,Bachelor degree,Bachelor degree
6913,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,New Zealand,No,Certificates/diplomas,Certificates/diplomas
6914,NORTH-EASTERN VICTORIA,Metropolitan,Adult,Whitehorse,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
6915,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Southern Grampians,M,VCE VET,Upper-middle,Australia,No,Employed,Employed
6916,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Hindmarsh,M,VCAL only,Lowest,Australia,No,Employed,Employed
6917,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCE non-VET,Upper-middle,Australia,Yes,Employed,Employed
6918,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Ballarat,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
6919,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Yarra,M,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
6920,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Moreland,M,VCE non-VET,Upper-middle,Australia,Yes,Bachelor degree,Bachelor degree
6921,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Nillumbik,M,VCE VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6922,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,M,VCE VET,Lower-middle,Australia,No,Employed,Employed
6923,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Hobsons Bay,M,VCAL only,Lower-middle,United Kingdom,No,Employed,Employed
6924,NORTH-EASTERN VICTORIA,Metropolitan,Government,Knox,M,VCAL only,Highest,Australia,No,Employed,Employed
6925,SOUTH-EASTERN VICTORIA,Metropolitan,Adult,Greater Dandenong,F,VCE non-VET,Lower-middle,Australia,Yes,Employed,Employed
6926,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
6927,NORTH-EASTERN VICTORIA,Metropolitan,Government,Monash,M,VCE non-VET,Highest,Australia,No,Employed,Employed
6928,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE non-VET,Highest,Australia,No,Employed,Employed
6929,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Central Goldfields,M,VCE VET,Lowest,Other,Yes,Employed,Employed
6930,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCAL only,Lowest,Australia,No,Employed,Employed
6931,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Indigo,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
6932,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCAL only,Upper-middle,Australia,No,Employed,Employed
6933,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Mildura,M,VCAL only,Lowest,Australia,No,Employed,Employed
6934,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
6935,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Lowest,Australia,Yes,Employed,Employed
6936,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE non-VET,Highest,Australia,No,Employed,Employed
6937,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
6938,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Kingston,M,VCE VET,Upper-middle,Australia,No,Employed,Employed
6939,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Wellington,M,VCE VET,Lower-middle,Australia,No,Employed,Employed
6940,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE non-VET,Lowest,Philippines,Yes,Employed,Employed
6941,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Mildura,M,VCAL only,Lowest,Australia,No,Employed,Employed
6942,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCE VET,Lower-middle,Australia,No,Employed,Employed
6943,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Glen Eira,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
6944,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Nillumbik,F,VCE non-VET,Upper-middle,Australia,No,Employed,Employed
6945,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Mornington Peninsula,M,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
6946,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Mount Alexander,M,VCAL only,Upper-middle,Australia,No,Employed,Employed
6947,SOUTH-EASTERN VICTORIA,Metropolitan,Adult,Greater Dandenong,F,VCAL only,Highest,Australia,No,Employed,Employed
6948,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Bendigo,F,VCE VET,Highest,Australia,No,Employed,Employed
6949,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
6950,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,M,VCAL only,Lowest,Australia,No,Employed,Employed
6951,NORTH-EASTERN VICTORIA,Metropolitan,Government,Manningham,M,VCE non-VET,Highest,Australia,No,Employed,Employed
6952,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCE non-VET,Lowest,Australia,Yes,Employed,Employed
6953,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCE VET,Upper-middle,Australia,No,Employed,Employed
6954,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Glen Eira,M,VCE non-VET,Highest,Australia,No,Employed,Employed
6955,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Alpine,M,VCAL only,Lowest,Australia,No,Employed,Employed
6956,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Warrnambool,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
6957,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE VET,Upper-middle,Japan,No,Bachelor degree,Bachelor degree
6958,NORTH-EASTERN VICTORIA,Metropolitan,Government,Cardinia,M,VCAL only,Upper-middle,Australia,No,Employed,Employed
6959,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Glenelg,M,VCE non-VET,Lowest,Australia,No,Employed,Employed
6960,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Lowest,India,Yes,Certificates/diplomas,Certificates/diplomas
6961,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,M,VCAL only,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
6962,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,M,VCAL only,Lowest,Malaysia,Yes,Employed,Employed
6963,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Campaspe,F,VCE VET,Lower-middle,Australia,No,Employed,Employed
6964,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCAL only,Highest,Australia,No,Employed,Employed
6965,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Warrnambool,M,VCE non-VET,Lower-middle,Australia,No,Employed,Employed
6966,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE VET,Highest,Australia,No,Employed,Employed
6967,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
6968,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Warrnambool,F,VCE non-VET,Lower-middle,Australia,No,Bachelor degree,Bachelor degree
6969,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Ballarat,M,VCE VET,Lower-middle,Australia,No,Employed,Employed
6970,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,M,VCE non-VET,Highest,Australia,No,Employed,Employed
6971,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCAL only,Lower-middle,Australia,No,Employed,Employed
