STUDENT ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION ,DESTINATION (including deferrals)
207,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,F,VCE non-VET,Upper-middle,Australia,No,Looking for work,Deferred
208,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Melton,F,VCE non-VET,Lowest,Australia,No,Employed,Deferred
209,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,M,VCE non-VET,Upper-middle,Australia,No,NILFET,Deferred
210,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,No,Looking for work,Deferred
211,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCE VET,Lower-middle,Other,Yes,Looking for work,Deferred
212,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,M,VCE non-VET,Highest,Australia,No,Looking for work,Deferred
213,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,F,VCE non-VET,Lowest,United Kingdom,No,Looking for work,Deferred
214,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,F,VCE VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
215,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,F,VCE VET,Lower-middle,Australia,Yes,Certificates/diplomas,Certificates/diplomas
216,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCE VET,Lower-middle,Iraq,Yes,Certificates/diplomas,Certificates/diplomas
217,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Monash,F,VCE non-VET,Lower-middle,United States of America,No,Looking for work,Deferred
218,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,F,VCE non-VET,Lowest,Australia,Yes,Looking for work,Deferred
219,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Moonee Valley,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
220,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Cardinia,F,VCAL only,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
221,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,East Gippsland,F,VCE non-VET,Lowest,Australia,No,Employed,Deferred
222,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
223,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,F,VCAL only,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
224,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melbourne,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
225,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Hepburn,M,VCE VET,Lower-middle,Australia,No,Employed,Deferred
226,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
227,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Geelong,M,VCAL only,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
228,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Macedon Ranges,M,VCE non-VET,Highest,Australia,No,Looking for work,Deferred
229,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Stonnington,F,VCE VET,Highest,Australia,No,NILFET,Deferred
230,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,M,VCE non-VET,Lowest,Australia,Yes,NILFET,Deferred
231,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Wellington,F,VCE non-VET,Lowest,Australia,No,NILFET,Deferred
232,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,No,Bachelor degree,Bachelor degree
233,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Mitchell,F,VCE non-VET,Lowest,Malaysia,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
234,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,M,VCE VET,Lower-middle,Australia,Yes,Employed,Deferred
235,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Nillumbik,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
236,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Yarra Ranges,F,VCE VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
237,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
238,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,M,VCE VET,Upper-middle,New Zealand,Yes,Employed,Deferred
239,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Moorabool,M,VCE non-VET,Lowest,United Kingdom,No,Employed,Deferred
240,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Frankston,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
241,NORTH-EASTERN VICTORIA,Non-Metropolitan,Independent,Wangaratta,F,VCE non-VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
242,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melton,F,VCE non-VET,Lower-middle,Australia,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
243,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Colac-Otway,F,VCE non-VET,Lowest,Australia,No,Employed,Deferred
244,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
245,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Port Phillip,F,VCE non-VET,Highest,Other,Yes,Employed,Deferred
246,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Mitchell,M,VCE VET,Lowest,Australia,No,Employed,Deferred
247,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Port Phillip,F,VCE non-VET,Highest,Australia,Yes,Looking for work,Deferred
248,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Hume,M,VCE non-VET,Lower-middle,Australia,Yes,Looking for work,Deferred
249,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Hepburn,M,VCE VET,Upper-middle,Australia,No,Looking for work,Deferred
250,NORTH-WESTERN VICTORIA,Metropolitan,Government,Hume,M,VCE VET,Lowest,Australia,Yes,NILFET,Deferred
251,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,F,VCE non-VET,Highest,Australia,Yes,Employed,Deferred
252,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Wellington,M,VCE VET,Lower-middle,Australia,No,Looking for work,Deferred
253,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,F,VCE non-VET,Lowest,Sri Lanka,Yes,Bachelor degree,Bachelor degree
254,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,F,VCE non-VET,Lowest,Australia,Yes,Certificates/diplomas,Certificates/diplomas
255,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,F,VCE non-VET,Highest,Other,Yes,Certificates/diplomas,Certificates/diplomas
256,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Melton,F,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
257,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
258,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Ballarat,F,VCE VET,Lower-middle,Australia,No,Employed,Deferred
259,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Swan Hill,F,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
260,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,F,VCE VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
261,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Bendigo,F,VCE non-VET,Lowest,Australia,No,Employed,Deferred
262,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Whitehorse,F,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
263,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melbourne,F,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
264,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Mount Alexander,F,VCE VET,Lower-middle,Australia,No,Employed,Deferred
265,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Glen Eira,F,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
266,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Glen Eira,M,VCE non-VET,Highest,South Africa,No,Employed,Deferred
267,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Moonee Valley,M,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
268,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
269,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE non-VET,Upper-middle,United Kingdom,No,Employed,Deferred
270,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Boroondara,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
271,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
272,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
273,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Knox,M,VCE VET,Upper-middle,South Africa,Yes,Employed,Deferred
274,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Yarra Ranges,F,VCE non-VET,Highest,South Africa,Yes,Apprenticeship/traineeship,Apprenticeship/traineeship
275,SOUTH-WESTERN VICTORIA,Metropolitan,Independent,Moonee Valley,F,VCE VET,Upper-middle,Australia,No,Employed,Deferred
276,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
277,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Towong,F,VCE VET,Lower-middle,Australia,No,Employed,Deferred
278,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Monash,M,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
279,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
280,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Frankston,F,VCE non-VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
281,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Brimbank,M,VCAL only,Lowest,Australia,Yes,Employed,Deferred
282,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,F,VCE non-VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
283,NORTH-WESTERN VICTORIA,Metropolitan,Independent,Banyule,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
284,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,F,VCE VET,Highest,Australia,No,Employed,Deferred
285,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,F,VCE VET,Highest,Australia,No,Employed,Deferred
286,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Glen Eira,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
287,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Moorabool,F,VCE non-VET,Lower-middle,Australia,No,Employed,Deferred
288,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
289,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Kingston,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
290,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,F,VCE VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
291,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Alpine,F,VCE non-VET,Lowest,Australia,No,Employed,Deferred
292,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
293,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Independent,Wellington,M,VCE VET,Lower-middle,Australia,No,Employed,Deferred
294,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Maribyrnong,F,VCE VET,Upper-middle,Australia,No,Employed,Deferred
295,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,M,VCE VET,Lowest,Other,No,Employed,Deferred
296,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Casey,M,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
297,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Casey,M,VCE non-VET,Upper-middle,Australia,Yes,Employed,Deferred
298,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE non-VET,Lowest,Australia,No,Employed,Deferred
299,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,M,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
300,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Kingston,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
301,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
302,NORTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Greater Bendigo,F,VCE non-VET,Lowest,Australia,No,Certificates/diplomas,Certificates/diplomas
303,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCE non-VET,Upper-middle,United Kingdom,No,Employed,Deferred
304,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Hindmarsh,F,VCE non-VET,Lower-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
305,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Greater Dandenong,M,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
306,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Hobsons Bay,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
307,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,F,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
308,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melton,F,VCE non-VET,Lowest,Australia,No,Employed,Deferred
309,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Bayside,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
310,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Port Phillip,F,VCE non-VET,Highest,Australia,Yes,Employed,Deferred
311,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Melbourne,M,VCE non-VET,Lowest,United States of America,No,Employed,Deferred
312,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
313,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Port Phillip,F,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
314,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
315,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,M,VCE non-VET,Lower-middle,Australia,Yes,Employed,Deferred
316,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Glen Eira,F,VCE non-VET,Highest,South Africa,No,Employed,Deferred
317,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Stonnington,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
318,NORTH-EASTERN VICTORIA,Metropolitan,Government,Whitehorse,M,VCE VET,Highest,Australia,No,Employed,Deferred
319,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Bayside,M,VCE VET,Upper-middle,Australia,No,Employed,Deferred
320,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Yarra,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
321,NORTH-EASTERN VICTORIA,Non-Metropolitan,Catholic,Greater Shepparton,F,VCE non-VET,Lowest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
322,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Monash,M,VCE non-VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
323,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
324,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Boroondara,F,IB,Highest,Australia,No,Employed,Deferred
325,NORTH-EASTERN VICTORIA,Non-Metropolitan,Independent,Greater Shepparton,F,VCE VET,Highest,Australia,No,Employed,Deferred
326,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,M,VCE VET,Lower-middle,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
327,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Wyndham,F,VCE non-VET,Highest,Australia,Yes,Employed,Deferred
328,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Monash,M,VCE VET,Lower-middle,United States of America,No,Apprenticeship/traineeship,Apprenticeship/traineeship
329,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Southern Grampians,F,VCE VET,Lower-middle,Australia,No,Employed,Deferred
330,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,M,VCE non-VET,Highest,India,Yes,Employed,Deferred
331,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Bass Coast,F,VCE VET,Upper-middle,Australia,Yes,Employed,Deferred
332,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Bayside,F,VCE VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
333,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,F,VCE non-VET,Lowest,Australia,No,Employed,Deferred
334,NORTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Macedon Ranges,F,VCE VET,Lower-middle,United Kingdom,No,Employed,Deferred
335,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
336,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Glen Eira,F,VCE non-VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
337,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Bayside,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
338,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Yarra Ranges,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
339,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Yarra Ranges,F,VCE VET,Highest,Australia,No,Employed,Deferred
340,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Bayside,F,IB,Highest,Australia,No,Employed,Deferred
341,NORTH-WESTERN VICTORIA,Metropolitan,Government,Yarra,F,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
342,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Stonnington,F,VCE VET,Highest,Australia,No,Employed,Deferred
343,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Catholic,Ballarat,F,VCE VET,Lower-middle,Australia,No,Employed,Deferred
344,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
345,NORTH-WESTERN VICTORIA,Metropolitan,Government,Banyule,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
346,NORTH-WESTERN VICTORIA,Metropolitan,Catholic,Hume,F,VCE VET,Upper-middle,Australia,No,Employed,Deferred
347,SOUTH-WESTERN VICTORIA,Metropolitan,Catholic,Maribyrnong,M,VCE non-VET,Lowest,Australia,No,Employed,Deferred
348,NORTH-EASTERN VICTORIA,Metropolitan,Government,Manningham,F,VCE VET,Highest,Australia,No,Employed,Deferred
349,NORTH-EASTERN VICTORIA,Metropolitan,Independent,Maroondah,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
350,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Greater Geelong,M,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
351,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Glen Eira,F,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
352,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,South Gippsland,M,VCE non-VET,Lower-middle,Australia,No,Employed,Deferred
353,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Mansfield,M,VCE non-VET,Lower-middle,Australia,No,Employed,Deferred
354,SOUTH-EASTERN VICTORIA,Metropolitan,Catholic,Cardinia,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
355,SOUTH-WESTERN VICTORIA,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Lowest,Somalia,Yes,Employed,Deferred
356,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Greater Dandenong,F,VCE non-VET,Highest,Australia,No,Apprenticeship/traineeship,Apprenticeship/traineeship
357,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Kingston,M,VCE non-VET,Lower-middle,Australia,No,Employed,Deferred
358,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Hepburn,M,VCE VET,Lower-middle,Australia,No,Employed,Deferred
359,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Lowest,Afghanistan,Yes,Employed,Deferred
360,NORTH-WESTERN VICTORIA,Non-Metropolitan,Government,Macedon Ranges,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
361,NORTH-EASTERN VICTORIA,Metropolitan,Government,Maroondah,F,VCE VET,Highest,Australia,No,Certificates/diplomas,Certificates/diplomas
362,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Casey,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
363,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Cardinia,F,VCE non-VET,Lower-middle,Australia,No,Employed,Deferred
364,SOUTH-EASTERN VICTORIA,Metropolitan,Independent,Mornington Peninsula,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
365,NORTH-WESTERN VICTORIA,Metropolitan,Government,Whittlesea,M,VCE non-VET,Lowest,Australia,No,Employed,Deferred
366,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,Upper-middle,Australia,No,Certificates/diplomas,Certificates/diplomas
367,NORTH-WESTERN VICTORIA,Metropolitan,Government,Moreland,F,VCAL only,Highest,Australia,Yes,Employed,Deferred
368,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Knox,M,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
369,NORTH-EASTERN VICTORIA,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
370,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Bayside,M,VCE non-VET,Upper-middle,Australia,No,Employed,Deferred
371,SOUTH-EASTERN VICTORIA,Metropolitan,Government,Mornington Peninsula,M,VCE VET,Lower-middle,Australia,No,Employed,Deferred
372,NORTH-WESTERN VICTORIA,Non-Metropolitan,Independent,Greater Bendigo,F,VCE VET,Lowest,Australia,No,Employed,Deferred
373,NORTH-EASTERN VICTORIA,Metropolitan,Government,Boroondara,M,VCE non-VET,Highest,Australia,No,Employed,Deferred
374,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Baw Baw,F,VCE non-VET,Lower-middle,Australia,No,Employed,Deferred
375,SOUTH-EASTERN VICTORIA,Non-Metropolitan,Government,Latrobe,F,VCE VET,Lower-middle,Australia,No,Employed,Deferred
376,NORTH-EASTERN VICTORIA,Metropolitan,Government,Knox,M,VCE VET,Upper-middle,Australia,No,Employed,Deferred
377,NORTH-EASTERN VICTORIA,Metropolitan,Catholic,Yarra Ranges,F,VCE non-VET,Highest,Australia,No,Employed,Deferred
378,NORTH-EASTERN VICTORIA,Non-Metropolitan,Government,Alpine,F,VCE non-VET,Lowest,Australia,No,Employed,Deferred
379,NORTH-WESTERN VICTORIA,Metropolitan,Government,Darebin,M,VCE non-VET,Lower-middle,Australia,No,Employed,Deferred
380,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Warrnambool,F,VCE non-VET,Lower-middle,Australia,No,Employed,Deferred
381,SOUTH-WESTERN VICTORIA,Non-Metropolitan,Government,Moorabool,F,VCE non-VET,Lowest,Australia,No,Employed,Deferred
